@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute inputs-86 numeric
@attribute inputs-87 numeric
@attribute inputs-88 numeric
@attribute inputs-89 numeric
@attribute inputs-90 numeric
@attribute inputs-91 numeric
@attribute inputs-92 numeric
@attribute inputs-93 numeric
@attribute inputs-94 numeric
@attribute inputs-95 numeric
@attribute inputs-96 numeric
@attribute inputs-97 numeric
@attribute inputs-98 numeric
@attribute inputs-99 numeric
@attribute inputs-100 numeric
@attribute outputs-1 numeric

@data
2864,'2019/09/19 12:21:54:195',27,-4404532,-4602426,-4866112,-5130056,-5525073,-5985883,-6512229,-7169905,-7695994,-7958910,-4471098,-4537918,-4670275,-4868426,-5197651,-5658460,-6184547,-6776430,-7828609,-12236744,-4538176,-4473411,-4474439,-4606795,-4936018,-5331034,-5922658,-6580334,-11582153,-15790590,-4604998,-4474697,-5595493,-6847360,-5797496,-5662568,-5792613,-6913157,-13624308,-15857152,-4737356,-6121584,-7906485,-8564149,-8762554,-8435906,-10338512,-8300983,-11522786,-13956352,-5132115,-6910843,-11652069,-11784932,-11128280,-11064032,-11586008,-10863573,-12641522,-12121599,-5657946,-5527386,-6581617,-8030094,-7372932,-6517107,-6714487,-9413808,-13366015,-13432576,-6183262,-6052961,-5987938,-6054501,-6317930,-6647152,-7239549,-8028813,-11985393,-13497856,-6774630,-6709607,-6710122,-6842221,-6974321,-7369081,-8027271,-8618897,-9737894,-12962266,-7299949,-7366255,-7432562,-7498868,-7696249,-8156801,-8749198,-9209750,-9735327,-10195622,0
2865,'2019/09/19 12:21:54:229',27,-4404532,-4602425,-4800576,-5130056,-5525074,-5985883,-6512229,-7169905,-7695995,-8024446,-4471099,-4537919,-4670276,-4868426,-5263443,-5658715,-6184547,-6842223,-7828865,-12236744,-4538176,-4473411,-4474439,-4606796,-4936018,-5331034,-5922658,-6580334,-11582153,-15790590,-4604998,-4474697,-5595494,-6847103,-5797496,-5662568,-5792613,-6978694,-13624308,-15857152,-4737356,-6121584,-7906485,-8564405,-8762554,-8435905,-10338512,-8300984,-11522786,-13956352,-5132115,-6910844,-11652069,-11784932,-11128280,-11064032,-11586008,-10798037,-12641522,-12121599,-5657946,-5527387,-6581618,-8030095,-7372933,-6517107,-6714486,-9414064,-13431551,-13432576,-6183263,-6118497,-5987938,-6054501,-6317930,-6647152,-7239549,-8028813,-12050929,-13497856,-6774631,-6709608,-6710122,-6842221,-6974322,-7369080,-8027271,-8618896,-9803431,-12962266,-7300205,-7366255,-7432562,-7498869,-7696249,-8156801,-8749197,-9275286,-9735326,-10195366,0
2866,'2019/09/19 12:21:54:263',27,-4404531,-4602426,-4800320,-5129799,-5525073,-5985883,-6512229,-7169904,-7761530,-8024446,-4471099,-4537919,-4670276,-4868427,-5263443,-5724253,-6184804,-6842224,-7894402,-12302280,-4537920,-4473411,-4474439,-4606796,-4936019,-5331035,-5922658,-6580334,-11647690,-15790590,-4604998,-4474697,-5595493,-6781567,-5797496,-5662568,-5792613,-6978694,-13624308,-15857152,-4737356,-6121840,-7906485,-8564406,-8762555,-8435905,-10338511,-8300984,-11522785,-13956352,-5132115,-6911100,-11652069,-11784933,-11128281,-11064032,-11586008,-10798037,-12641522,-12187135,-5657946,-5527387,-6581618,-8030096,-7373189,-6582643,-6714487,-9414064,-13431551,-13432576,-6183263,-6118497,-5987939,-6120037,-6317930,-6647153,-7239548,-8028813,-11985393,-13497856,-6774630,-6709608,-6710122,-6842221,-6974321,-7369081,-8092807,-8618897,-9803431,-12962266,-7300205,-7366255,-7432562,-7498868,-7696249,-8156801,-8749197,-9275286,-9735582,-10195623,0
2867,'2019/09/19 12:21:54:295',27,-4404531,-4602170,-4800319,-5064264,-5459537,-5985882,-6512229,-7169904,-7695995,-8024446,-4471098,-4537919,-4670276,-4933963,-5263444,-5724253,-6250340,-6842480,-7894658,-12302280,-4472640,-4473411,-4474439,-4606796,-4936275,-5396571,-5922659,-6580335,-11647690,-15790590,-4604999,-4474697,-5595494,-6781567,-5797496,-5662568,-5792613,-6978693,-13624308,-15857152,-4737356,-6121840,-7906485,-8564405,-8762554,-8435905,-10338512,-8300983,-11522786,-13956352,-5132115,-6911100,-11652068,-11784931,-11128280,-11064032,-11586008,-10798037,-12641522,-12121599,-5657946,-5527387,-6647411,-8095888,-7373189,-6582644,-6714487,-9414064,-13431551,-13432576,-6183263,-6052961,-6053474,-6054501,-6317930,-6647152,-7239549,-8028813,-12050929,-13432320,-6774630,-6709607,-6710378,-6842221,-6974322,-7369081,-8092808,-8618896,-9737895,-12962522,-7300205,-7366256,-7432562,-7498868,-7696249,-8156801,-8749198,-9209749,-9735582,-10195622,0
2868,'2019/09/19 12:21:54:328',27,-4338739,-4536633,-4800320,-5064263,-5525073,-5985882,-6512229,-7169905,-7761532,-8024446,-4471098,-4537919,-4670276,-4933963,-5329236,-5724509,-6250341,-6908017,-7894660,-12302280,-4537920,-4473411,-4474439,-4672332,-5001811,-5396827,-5922915,-6646127,-11647690,-15790590,-4604999,-4474697,-5595493,-6781567,-5797496,-5662568,-5792613,-6978693,-13624308,-15922688,-4737357,-6121840,-7906485,-8564405,-8762555,-8435905,-10338511,-8300727,-11522786,-13956352,-5132115,-6911100,-11652068,-11784932,-11128280,-11064031,-11586009,-10863572,-12641522,-12187135,-5657946,-5527386,-6647410,-8095888,-7373189,-6582900,-6780023,-9413808,-13431551,-13432576,-6183519,-6052961,-6053475,-6120037,-6318186,-6647152,-7239549,-8094349,-12050928,-13497856,-6774630,-6709608,-6775914,-6842221,-6974321,-7369082,-8092808,-8684433,-9803688,-12962266,-7300206,-7366256,-7432562,-7564405,-7762041,-8156801,-8749198,-9275286,-9735583,-10195622,0
2869,'2019/09/19 12:21:54:362',27,-4404275,-4536633,-4800319,-5064262,-5459281,-5985882,-6512229,-7169905,-7695995,-8024446,-4471098,-4537918,-4670276,-4934220,-5329236,-5790046,-6250597,-6908273,-7894915,-12302281,-4472384,-4473411,-4474440,-4672332,-5001811,-5396828,-5922916,-6646128,-11647691,-15790590,-4604999,-4474697,-5595493,-6781567,-5797496,-5662568,-5792613,-6978693,-13624308,-15857152,-4737356,-6121584,-7906485,-8564405,-8762555,-8435905,-10338255,-8300984,-11522786,-13956352,-5132115,-6911101,-11652069,-11784932,-11128280,-11064032,-11586009,-10863573,-12575986,-12121599,-5657946,-5527387,-6647411,-8161681,-7373190,-6582900,-6780023,-9414065,-13366015,-13432576,-6183520,-6118497,-6053731,-6120038,-6318187,-6647153,-7305085,-8094605,-12050929,-13497856,-6774631,-6709607,-6775914,-6842221,-6974322,-7369081,-8092808,-8619153,-9803687,-13028058,-7300206,-7366255,-7432562,-7564405,-7696505,-8156801,-8749197,-9275287,-9735583,-10195621,0
2870,'2019/09/19 12:21:54:395',27,-4338739,-4536632,-4734783,-5064006,-5459280,-5985626,-6512229,-7169905,-7761531,-8024446,-4405561,-4537918,-4670276,-4934219,-5329237,-5790045,-6316133,-6908273,-7960452,-12302536,-4472384,-4473411,-4474439,-4672589,-5001812,-5462620,-5988452,-6646384,-11647946,-15790590,-4604999,-4474697,-5595493,-6781567,-5863032,-5662568,-5858149,-6978693,-13624308,-15922688,-4737357,-6121584,-7906485,-8564149,-8828091,-8435906,-10338255,-8300983,-11522786,-13956352,-5132115,-6976637,-11652069,-11784931,-11128280,-11064032,-11651545,-10863573,-12641522,-12187135,-5657946,-5527387,-6713203,-8161681,-7438982,-6582900,-6780023,-9414065,-13431551,-13432576,-6183520,-6118497,-6053731,-6120037,-6318186,-6647409,-7305085,-8094606,-12050929,-13497856,-6774630,-6709607,-6775914,-6842222,-7039858,-7369082,-8093064,-8684688,-9803687,-12962523,-7365742,-7366255,-7432562,-7564405,-7761785,-8156802,-8749198,-9275286,-9735583,-10195623,0
2871,'2019/09/19 12:21:54:430',27,-4338738,-4536632,-4800063,-5064006,-5459280,-5920090,-6512229,-7169905,-7761787,-8024446,-4470842,-4537662,-4670277,-4934219,-5329237,-5790046,-6316134,-6973810,-7960451,-12302281,-4472384,-4473412,-4474440,-4672589,-5067605,-5462621,-5988708,-6711921,-11647947,-15790590,-4604998,-4474953,-5595493,-6781567,-5863032,-5662568,-5858405,-6978693,-13624308,-15857152,-4737356,-6121584,-7906485,-8564405,-8762555,-8435905,-10338512,-8300983,-11522786,-13956352,-5132115,-6976637,-11652069,-11719395,-11128281,-11064032,-11651801,-10863829,-12641522,-12187135,-5723482,-5527386,-6713204,-8161681,-7438982,-6648437,-6780023,-9414065,-13431551,-13432576,-6183520,-6118497,-6053731,-6120038,-6318187,-6712945,-7305086,-8094606,-12050929,-13497856,-6774631,-6709607,-6775914,-6842222,-7039859,-7369337,-8093063,-8684689,-9803687,-13028059,-7300205,-7366255,-7432562,-7564405,-7762041,-8157057,-8814734,-9275286,-9735583,-10195623,0
2872,'2019/09/19 12:21:54:461',27,-4338738,-4536376,-4734527,-5064006,-5459280,-5920089,-6512229,-7169905,-7761788,-8024446,-4405305,-4472126,-4670276,-4934219,-5329237,-5790046,-6316134,-6973810,-7960452,-12302280,-4472384,-4473668,-4474440,-4672589,-5067605,-5528157,-6054245,-6711921,-11647947,-15790590,-4604998,-4540489,-5595493,-6781567,-5863032,-5662568,-5858406,-6978693,-13624308,-15857152,-4737356,-6121584,-7906485,-8498613,-8828091,-8435905,-10338256,-8300984,-11522786,-13956352,-5132115,-6976893,-11652069,-11719395,-11128280,-11064289,-11651801,-10863829,-12641521,-12187135,-5657946,-5527387,-6713204,-8227473,-7438982,-6648437,-6780023,-9414064,-13431551,-13432320,-6183520,-6118498,-6053731,-6120294,-6318187,-6712945,-7305342,-8094606,-12050929,-13497856,-6774631,-6775144,-6775914,-6842222,-7039858,-7369338,-8093064,-8684689,-9803687,-13028058,-7300207,-7366256,-7432562,-7564404,-7762041,-8157058,-8749198,-9275287,-9735582,-10195622,0
2873,'2019/09/19 12:21:54:493',27,-4338738,-4536376,-4734527,-5064006,-5459280,-5920089,-6512229,-7169905,-7761788,-8024446,-4405305,-4472126,-4670276,-4934219,-5329237,-5790046,-6316134,-6973810,-7960452,-12302280,-4472384,-4473668,-4474440,-4672589,-5067605,-5528157,-6054245,-6711921,-11647947,-15790590,-4604998,-4540489,-5595493,-6781567,-5863032,-5662568,-5858406,-6978693,-13624308,-15857152,-4737356,-6121584,-7906485,-8498613,-8828091,-8435905,-10338256,-8300984,-11522786,-13956352,-5132115,-6976893,-11652069,-11719395,-11128280,-11064289,-11651801,-10863829,-12641521,-12187135,-5657946,-5527387,-6713204,-8227473,-7438982,-6648437,-6780023,-9414064,-13431551,-13432320,-6183520,-6118498,-6053731,-6120294,-6318187,-6712945,-7305342,-8094606,-12050929,-13497856,-6774631,-6775144,-6775914,-6842222,-7039858,-7369338,-8093064,-8684689,-9803687,-13028058,-7300207,-7366256,-7432562,-7564404,-7762041,-8157058,-8749198,-9275287,-9735582,-10195622,0
2874,'2019/09/19 12:21:54:528',27,-4338482,-4470840,-4734526,-4998469,-5393487,-5920089,-6512228,-7170161,-7761788,-8024446,-4405305,-4472126,-4670275,-4934219,-5329236,-5790302,-6316134,-6973810,-7960452,-12302280,-4472383,-4473667,-4474696,-4738125,-5067861,-5528414,-6054502,-6777714,-11713483,-15790590,-4604998,-4540489,-5595493,-6781567,-5863032,-5728105,-5858405,-6978949,-13624309,-15922688,-4802892,-6121583,-7906485,-8498613,-8828091,-8435905,-10338512,-8366520,-11522786,-13956352,-5132115,-6976894,-11652069,-11719395,-11128280,-11064289,-11651801,-10863830,-12641522,-12187135,-5723482,-5527387,-6713205,-8227474,-7438983,-6648693,-6780023,-9479601,-13431551,-13432576,-6183520,-6118497,-6053731,-6120294,-6383723,-6712945,-7305342,-8160142,-12050929,-13497856,-6774631,-6775144,-6775915,-6842222,-7040114,-7434874,-8093064,-8684689,-9803688,-13028059,-7300206,-7366255,-7432563,-7564405,-7762042,-8156801,-8814990,-9275286,-9735584,-10195622,0
2875,'2019/09/19 12:21:54:561',27,-4338482,-4470839,-4734526,-4998470,-5393487,-5920089,-6512229,-7169905,-7761788,-8024447,-4405305,-4472126,-4670276,-4933963,-5329236,-5790046,-6316134,-6973810,-7960453,-12302281,-4472383,-4473668,-4540232,-4738125,-5067861,-5528413,-6120038,-6777714,-11647947,-15790590,-4604998,-4474953,-5595492,-6781567,-5863032,-5728105,-5858405,-6978694,-13624308,-15922688,-4802892,-6121584,-7840949,-8498613,-8828347,-8435906,-10338512,-8366520,-11522786,-13956608,-5132116,-6976893,-11652068,-11719395,-11128280,-11064288,-11651800,-10863829,-12641778,-12187135,-5657946,-5527387,-6713204,-8227474,-7438982,-6648437,-6780023,-9414064,-13431551,-13432576,-6183520,-6118497,-6053731,-6120294,-6383723,-6712946,-7305342,-8094607,-12050929,-13497856,-6840167,-6775144,-6775914,-6842222,-7040115,-7369338,-8093064,-8684689,-9803688,-13028059,-7365741,-7431792,-7432562,-7498869,-7762041,-8157058,-8814990,-9275288,-9735583,-10195623,0
2876,'2019/09/19 12:21:54:593',27,-4338482,-4470839,-4734526,-4998469,-5393743,-5920089,-6512229,-7170161,-7761788,-8024446,-4405305,-4472125,-4670275,-4933963,-5329237,-5790302,-6316134,-6973810,-7960452,-12302280,-4472383,-4473411,-4474696,-4738126,-5067861,-5528414,-6120038,-6777714,-11713483,-15790590,-4604998,-4474953,-5595492,-6781567,-5863032,-5728105,-5858406,-6978693,-13558772,-15857152,-4802893,-6121584,-7906484,-8498613,-8828090,-8501442,-10338512,-8366520,-11522786,-13956352,-5132115,-6976893,-11652069,-11719395,-11193816,-11129825,-11651544,-10863830,-12641778,-12187135,-5657946,-5527387,-6713204,-8227474,-7438983,-6648693,-6780023,-9414065,-13431551,-13498112,-6183520,-6118497,-6053731,-6120294,-6383723,-6712946,-7305342,-8094607,-12050929,-13497856,-6774631,-6709608,-6775914,-6842222,-7040114,-7434875,-8093064,-8684690,-9803687,-13028058,-7300206,-7366256,-7432562,-7564404,-7762041,-8157058,-8749454,-9275286,-9735583,-10195622,0
2877,'2019/09/19 12:21:54:627',27,-4338482,-4470839,-4734526,-4998470,-5393743,-5920089,-6512229,-7169905,-7761788,-8024447,-4405305,-4472125,-4670275,-4933963,-5329236,-5790302,-6316390,-6973810,-7960452,-12302536,-4472383,-4473411,-4474696,-4738125,-5067862,-5528413,-6054502,-6777714,-11647947,-15790590,-4604999,-4474953,-5595493,-6781567,-5863033,-5728104,-5858406,-6978693,-13624308,-15857152,-4802893,-6121583,-7906485,-8498613,-8762555,-8501441,-10338513,-8366520,-11522786,-13956352,-5132115,-6976893,-11652069,-11719395,-11193816,-11129825,-11586009,-10863830,-12641778,-12187135,-5657946,-5527387,-6713204,-8227474,-7438983,-6648437,-6780023,-9414064,-13431551,-13432576,-6183520,-6118497,-6053731,-6120294,-6383979,-6712945,-7370879,-8094606,-12051185,-13497856,-6840167,-6775144,-6775915,-6907758,-7040114,-7434874,-8093064,-8684689,-9803688,-13028058,-7365742,-7366255,-7432563,-7564405,-7762041,-8157057,-8814989,-9275286,-9735582,-10195623,0
2878,'2019/09/19 12:21:54:660',27,-4338482,-4470839,-4734526,-4998470,-5393743,-5920089,-6512229,-7169905,-7761788,-8024447,-4405305,-4472125,-4670275,-4933963,-5329236,-5790302,-6316390,-6973810,-7960452,-12302536,-4472383,-4473411,-4474696,-4738125,-5067862,-5528413,-6054502,-6777714,-11647947,-15790590,-4604999,-4474953,-5595493,-6781567,-5863033,-5728104,-5858406,-6978693,-13624308,-15857152,-4802893,-6121583,-7906485,-8498613,-8762555,-8501441,-10338513,-8366520,-11522786,-13956352,-5132115,-6976893,-11652069,-11719395,-11193816,-11129825,-11586009,-10863830,-12641778,-12187135,-5657946,-5527387,-6713204,-8227474,-7438983,-6648437,-6780023,-9414064,-13431551,-13432576,-6183520,-6118497,-6053731,-6120294,-6383979,-6712945,-7370879,-8094606,-12051185,-13497856,-6840167,-6775144,-6775915,-6907758,-7040114,-7434874,-8093064,-8684689,-9803688,-13028058,-7365742,-7366255,-7432563,-7564405,-7762041,-8157057,-8814989,-9275286,-9735582,-10195623,0
2879,'2019/09/19 12:21:54:694',27,-4338482,-4470840,-4734526,-5064006,-5459279,-5920089,-6512228,-7169905,-7761788,-8024446,-4405305,-4472126,-4670276,-4934219,-5329236,-5790046,-6316134,-6973810,-7960453,-12302537,-4472384,-4473412,-4474440,-4738125,-5067605,-5528413,-6054245,-6712177,-11647947,-15790590,-4604998,-4474953,-5595493,-6781567,-5863033,-5728105,-5858406,-6978693,-13624308,-15857152,-4737357,-6121584,-7906485,-8564405,-8762811,-8501698,-10404048,-8366520,-11522786,-13956352,-5132115,-6976637,-11652069,-11784932,-11193816,-11129824,-11586008,-10863830,-12641778,-12121599,-5723482,-5527387,-6713204,-8161681,-7438982,-6582900,-6780023,-9414065,-13431551,-13498112,-6183520,-6118498,-6053731,-6120294,-6383724,-6712946,-7305342,-8160142,-12050929,-13497856,-6774631,-6775144,-6775915,-6842478,-7040115,-7434874,-8093064,-8684689,-9803688,-12962522,-7300206,-7366256,-7498098,-7564405,-7762041,-8157057,-8814989,-9275286,-9735584,-10261159,0
2880,'2019/09/19 12:21:54:730',27,-4338738,-4470840,-4734526,-5064006,-5459280,-5920090,-6512229,-7169905,-7761788,-8024447,-4405306,-4537662,-4670276,-4934219,-5329237,-5790302,-6316134,-6973810,-7960452,-12302280,-4472384,-4473412,-4474696,-4672589,-5067605,-5528157,-6054245,-6711921,-11713483,-15790590,-4604999,-4474953,-5595493,-6781823,-5863033,-5728105,-5858405,-6978949,-13624308,-15857152,-4802893,-6121840,-7906485,-8564405,-8828091,-8501699,-10404048,-8366520,-11522786,-13956352,-5132115,-6976637,-11652069,-11784932,-11194073,-11129825,-11586008,-10863830,-12641778,-12187135,-5657946,-5527643,-6647411,-8161681,-7438982,-6582900,-6780023,-9414064,-13431551,-13432576,-6183520,-6118497,-6053731,-6120294,-6383723,-6712946,-7305342,-8094607,-12050929,-13497856,-6774631,-6709608,-6775914,-6842222,-7040115,-7369338,-8093064,-8684689,-9803687,-12962522,-7300205,-7366256,-7432562,-7498869,-7696505,-8157057,-8814734,-9275286,-9735583,-10195622,0
2881,'2019/09/19 12:21:54:764',27,-4338738,-4536376,-4734527,-5064006,-5459280,-5985626,-6512229,-7169905,-7761788,-8024446,-4470842,-4537662,-4670276,-4934220,-5329493,-5790046,-6316134,-6973809,-7960453,-12302537,-4472384,-4473412,-4474440,-4672589,-5067604,-5462621,-5988708,-6711920,-11647947,-15790590,-4604999,-4474953,-5595493,-6781567,-5863288,-5728105,-5858406,-6978693,-13624308,-15857152,-4737356,-6121584,-7906485,-8564405,-8828347,-8501698,-10404304,-8366520,-11522786,-13956352,-5132115,-6911100,-11652068,-11785188,-11194073,-11129824,-11586007,-10863829,-12641779,-12187135,-5723482,-5527387,-6647411,-8161681,-7438982,-6582900,-6780023,-9414064,-13431551,-13432576,-6183520,-6118497,-6053731,-6120294,-6383724,-6712946,-7305342,-8094606,-12050929,-13497856,-6774631,-6709608,-6775914,-6842222,-7040115,-7434875,-8093064,-8684689,-9803687,-12962266,-7300205,-7366255,-7432562,-7498869,-7696504,-8157057,-8814734,-9275286,-9735583,-10195623,0
2882,'2019/09/19 12:21:54:797',27,-4338738,-4536632,-4734783,-5064263,-5459280,-5985882,-6512229,-7169905,-7761532,-8024446,-4471098,-4537662,-4670276,-4934220,-5329236,-5790046,-6316134,-6973809,-7960451,-12302537,-4537920,-4473412,-4474440,-4672333,-5002068,-5462620,-5988452,-6646128,-11647690,-15790590,-4604999,-4540489,-5595749,-6847359,-5863032,-5728361,-5858406,-6978949,-13624308,-15857152,-4737357,-6121585,-7906485,-8564405,-8828347,-8501698,-10404305,-8366520,-11522787,-13956352,-5132115,-6911100,-11652069,-11785188,-11193817,-11129825,-11585751,-10863829,-12641778,-12187135,-5657946,-5527387,-6647411,-8095888,-7438725,-6582900,-6714487,-9414064,-13431551,-13432576,-6183520,-6118497,-6053731,-6120294,-6383723,-6712946,-7305342,-8094605,-12116465,-13497856,-6774631,-6775144,-6775914,-6842222,-7040114,-7434873,-8093065,-8684689,-9803687,-12962266,-7300206,-7366256,-7432563,-7564405,-7761784,-8157057,-8814990,-9275288,-9735583,-10195622,0
2883,'2019/09/19 12:21:54:830',27,-4338739,-4536632,-4800319,-5064263,-5525072,-5985883,-6512229,-7169905,-7761532,-8024447,-4471098,-4537919,-4670276,-4934219,-5329236,-5790046,-6316133,-6908273,-7960451,-12302537,-4537920,-4473412,-4474440,-4672332,-5001812,-5396828,-5988452,-6646127,-11647690,-15790590,-4604999,-4474953,-5595749,-6781824,-5863289,-5728361,-5858406,-6978949,-13558772,-15857152,-4737357,-6121840,-7906486,-8564405,-8828347,-8501698,-10404305,-8366520,-11523042,-13956352,-5132115,-6911100,-11652068,-11785188,-11194073,-11129824,-11520215,-10863829,-12641779,-12187135,-5657946,-5527643,-6647411,-8095888,-7438726,-6582644,-6714487,-9414064,-13431551,-13432576,-6183520,-6118497,-6053731,-6120294,-6383723,-6712945,-7305342,-8094606,-12050929,-13497856,-6774631,-6709607,-6775914,-6842222,-7040115,-7369338,-8093063,-8619153,-9803686,-12962266,-7300206,-7366255,-7432562,-7498869,-7761786,-8157057,-8749198,-9275287,-9735583,-10195622,0
2884,'2019/09/19 12:21:54:867',27,-4338739,-4536632,-4800319,-5064263,-5525072,-5985883,-6512229,-7169905,-7761532,-8024447,-4471098,-4537919,-4670276,-4934219,-5329236,-5790046,-6316133,-6908273,-7960451,-12302537,-4537920,-4473412,-4474440,-4672332,-5001812,-5396828,-5988452,-6646127,-11647690,-15790590,-4604999,-4474953,-5595749,-6781824,-5863289,-5728361,-5858406,-6978949,-13558772,-15857152,-4737357,-6121840,-7906486,-8564405,-8828347,-8501698,-10404305,-8366520,-11523042,-13956352,-5132115,-6911100,-11652068,-11785188,-11194073,-11129824,-11520215,-10863829,-12641779,-12187135,-5657946,-5527643,-6647411,-8095888,-7438726,-6582644,-6714487,-9414064,-13431551,-13432576,-6183520,-6118497,-6053731,-6120294,-6383723,-6712945,-7305342,-8094606,-12050929,-13497856,-6774631,-6709607,-6775914,-6842222,-7040115,-7369338,-8093063,-8619153,-9803686,-12962266,-7300206,-7366255,-7432562,-7498869,-7761786,-8157057,-8749198,-9275287,-9735583,-10195622,0
2885,'2019/09/19 12:21:54:898',27,-4338739,-4536633,-4800320,-5129799,-5525073,-5985883,-6512229,-7169905,-7695996,-8024447,-4471098,-4537918,-4670277,-4934219,-5329236,-5790046,-6250341,-6908017,-7894659,-12302280,-4538176,-4473412,-4474439,-4672332,-5001811,-5396827,-5922915,-6646127,-11582154,-15790590,-4604999,-4540489,-5595750,-6847360,-5863288,-5728361,-5858406,-6978950,-13624308,-15857152,-4737357,-6121840,-7906486,-8564405,-8828347,-8501699,-10404305,-8366521,-11522786,-13956352,-5132115,-6910843,-11652069,-11850724,-11194073,-11129824,-11520215,-10863830,-12641779,-12187135,-5657946,-5527643,-6581618,-8095887,-7373189,-6582644,-6714487,-9414064,-13431551,-13432576,-6183519,-6118497,-6053731,-6120294,-6383723,-6712945,-7305342,-8094605,-12050929,-13497856,-6774631,-6709608,-6710379,-6842222,-7040114,-7369338,-8092808,-8684433,-9803430,-12962265,-7300206,-7366255,-7432562,-7498868,-7696249,-8156802,-8814734,-9275286,-9735582,-10195622,0
2886,'2019/09/19 12:21:54:931',27,-4404531,-4602426,-4866112,-5130056,-5525329,-6051675,-6512486,-7169905,-7695995,-8024446,-4471099,-4537919,-4670276,-4868427,-5263443,-5724253,-6184804,-6842223,-7828866,-12236743,-4538177,-4473412,-4474440,-4606796,-4936019,-5331035,-5922659,-6580334,-11582153,-15790590,-4604999,-4474953,-5595750,-6847360,-5863289,-5728105,-5858405,-6978950,-13558771,-15857152,-4802893,-6121584,-7972278,-8498869,-8828347,-8501697,-10404305,-8366520,-11523042,-13956352,-5132115,-6910842,-11652069,-11850724,-11194073,-11129568,-11520215,-10863829,-12641778,-12121599,-5657946,-5527643,-6581618,-8095887,-7373189,-6582643,-6714486,-9413807,-13431551,-13432576,-6183520,-6118498,-6053731,-6120038,-6383723,-6712945,-7305085,-8094349,-12050929,-13497856,-6774631,-6709608,-6775914,-6842222,-7039858,-7369081,-8092808,-8618896,-9803431,-12962266,-7300205,-7366255,-7432562,-7498868,-7696249,-8156801,-8749198,-9275286,-9735583,-10130087,0
