@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute inputs-86 numeric
@attribute inputs-87 numeric
@attribute inputs-88 numeric
@attribute inputs-89 numeric
@attribute inputs-90 numeric
@attribute inputs-91 numeric
@attribute inputs-92 numeric
@attribute inputs-93 numeric
@attribute inputs-94 numeric
@attribute inputs-95 numeric
@attribute inputs-96 numeric
@attribute inputs-97 numeric
@attribute inputs-98 numeric
@attribute inputs-99 numeric
@attribute inputs-100 numeric
@attribute outputs-1 numeric

@data
3678,'2019/09/19 12:29:49:135',35,-4535345,-4536116,-5525328,-7963021,-7634056,-7699079,-8753317,-10201029,-11384534,-11778009,-4470582,-4471353,-7437699,-8952488,-10138825,-10663884,-9080991,-7763329,-8683917,-13749983,-4537403,-4407102,-4473666,-4737609,-5198675,-5725278,-6382695,-7171959,-14212074,-16250880,-4604482,-4539972,-4475207,-4739150,-5200729,-5726562,-6384235,-8819097,-15463167,-15659258,-4868170,-4672074,-5529182,-8036267,-9944004,-8827835,-10073281,-8825529,-13625590,-14874112,-5328978,-5132882,-6845560,-11652321,-12638954,-11259867,-11519700,-10665937,-12640494,-13038590,-5920345,-5658714,-5593947,-6910838,-7832713,-7043450,-7108730,-8754333,-13496316,-13694464,-6380384,-6315361,-6250595,-6317158,-6515051,-6910065,-7699585,-8488335,-11191508,-14349568,-7037288,-6972009,-7038572,-7170671,-7368308,-7697788,-8487050,-8947346,-9604508,-11314615,-7562862,-7628912,-7760755,-7892854,-8156028,-8551043,-9077390,-9537686,-9998241,-10655402,0.173637
3679,'2019/09/19 12:29:49:169',35,-4469809,-4536116,-5459278,-7765642,-7502469,-7567492,-8621731,-10069699,-11450072,-11778266,-4470326,-4471352,-7503749,-9149611,-10270412,-10729678,-9147042,-7829379,-8749453,-13749982,-4537403,-4407103,-4473666,-4737609,-5198675,-5725535,-6382695,-7106423,-14212074,-16250880,-4604481,-4539973,-4475207,-4739406,-5200729,-5726818,-6384235,-8753561,-15463167,-15659258,-4802633,-4672074,-5529182,-8036525,-9944260,-8827835,-10007744,-8825528,-13625590,-14874112,-5328978,-5132882,-6845560,-11652322,-12638953,-11259868,-11519700,-10665937,-12640494,-13038590,-5854810,-5658713,-5593947,-6910838,-7832713,-7043194,-7108731,-8754333,-13496316,-13694464,-6445920,-6315361,-6250595,-6317158,-6515051,-6975602,-7699586,-8488335,-11191508,-14284032,-7037032,-6972264,-7038572,-7170672,-7302772,-7697788,-8487050,-8947346,-9604506,-11314615,-7562606,-7628912,-7760755,-7892855,-8156028,-8485507,-9077390,-9472150,-9997983,-10589866,0.173637
3680,'2019/09/19 12:29:49:202',35,-4469809,-4536116,-5393228,-7699591,-7370883,-7501699,-8555681,-10069442,-11384535,-11843802,-4470582,-4471352,-7569543,-9215661,-10401997,-10729934,-9278628,-7895172,-8749455,-13749983,-4471867,-4407358,-4473922,-4737609,-5133139,-5791328,-6317159,-7171958,-14212074,-16250880,-4604482,-4539972,-4475207,-4804686,-5266265,-5726817,-6384235,-8819097,-15463167,-15659258,-4868169,-4672074,-5529183,-8102060,-10009796,-8828092,-10073280,-8825529,-13625590,-14874112,-5328978,-5132882,-6845560,-11717858,-12638954,-11325404,-11519700,-10665936,-12640751,-13104126,-5854810,-5724250,-5593947,-6910837,-7832712,-7043194,-7108730,-8754333,-13496316,-13694464,-6380384,-6315360,-6250595,-6317157,-6515050,-6910066,-7699585,-8488335,-11191507,-14349568,-7037288,-6972264,-7038572,-7170672,-7302772,-7697789,-8421514,-8947345,-9604507,-11314615,-7562605,-7628912,-7760755,-7892854,-8156027,-8551044,-9077390,-9537685,-9998240,-10589867,0.173637
3681,'2019/09/19 12:29:49:236',35,-4469809,-4536116,-5327435,-7633798,-7304833,-7435905,-8489887,-9938369,-11450070,-11844059,-4470582,-4405817,-7635336,-9281455,-10402255,-10795471,-9344422,-7960965,-8749455,-13684447,-4471867,-4407102,-4473923,-4737610,-5133396,-5791329,-6382696,-7171959,-14212074,-16250880,-4604481,-4539973,-4475207,-4804686,-5266266,-5726818,-6384235,-8819097,-15463167,-15659258,-4868169,-4672074,-5529440,-8102061,-10009797,-8828092,-10073281,-8825785,-13625589,-14874368,-5328979,-5132882,-6845560,-11717858,-12638954,-11325404,-11519700,-10665936,-12640750,-13104126,-5920345,-5724250,-5593947,-6910837,-7767176,-7043194,-7108730,-8754333,-13496316,-13694464,-6380384,-6315361,-6250595,-6317158,-6515051,-6910066,-7699585,-8488335,-11191508,-14284032,-7037287,-6972264,-7038572,-7170672,-7302772,-7697788,-8421514,-8947346,-9604507,-11314615,-7562606,-7628911,-7760755,-7892854,-8156028,-8485507,-9077389,-9472150,-10063775,-10589866,0.173637
3682,'2019/09/19 12:29:49:268',35,-4469809,-4536116,-5327434,-7633797,-7304832,-7435905,-8424351,-9938112,-11450072,-11844060,-4470581,-4471353,-7635593,-9347247,-10468046,-10795471,-9344679,-7961222,-8749454,-13684190,-4471867,-4407102,-4473923,-4737609,-5198932,-5857121,-6382696,-7171959,-14211819,-16250880,-4604482,-4539972,-4475207,-4739406,-5266266,-5726818,-6384235,-8819097,-15463167,-15659258,-4868169,-4672074,-5529439,-8036782,-10009796,-8828092,-10008001,-8825529,-13625590,-14874112,-5328978,-5132882,-6845560,-11717858,-12638954,-11325404,-11519700,-10665937,-12640751,-13104126,-5854809,-5724249,-5593947,-6910837,-7832456,-7043194,-7108730,-8754333,-13496316,-13694464,-6445920,-6315361,-6250595,-6317158,-6515050,-6910066,-7699585,-8488335,-11257044,-14349568,-7037031,-6972264,-7038571,-7170672,-7302772,-7697788,-8487050,-8947346,-9604507,-11314615,-7562862,-7628912,-7760755,-7892854,-8090492,-8551044,-9077390,-9537687,-10063519,-10589867,0.173637
3683,'2019/09/19 12:29:49:302',35,-4469809,-4536116,-5327435,-7633797,-7304833,-7435905,-8424351,-9938113,-11450071,-11844059,-4470326,-4471353,-7635593,-9347248,-10467791,-10795470,-9410214,-7961222,-8749454,-13618653,-4471867,-4407102,-4473923,-4737610,-5133396,-5857121,-6317159,-7171958,-14211818,-16250880,-4604481,-4539717,-4475207,-4804943,-5266266,-5726818,-6384235,-8753560,-15463167,-15659258,-4868169,-4672074,-5529439,-8102317,-10009796,-8828092,-10007745,-8825529,-13625590,-14874112,-5328978,-5132882,-6845560,-11717857,-12638954,-11325404,-11519700,-10665936,-12640750,-13104126,-5920345,-5724249,-5593947,-6845301,-7766920,-7043194,-7108730,-8754333,-13496316,-13694464,-6380384,-6315361,-6250595,-6317158,-6515050,-6910066,-7699585,-8488335,-11191508,-14284032,-7037287,-6972264,-7038571,-7170671,-7302772,-7697788,-8421513,-8947346,-9604507,-11314615,-7562606,-7628911,-7760755,-7892854,-8156028,-8485508,-9011854,-9537686,-9998240,-10589866,0.173637
3684,'2019/09/19 12:29:49:336',35,-4469809,-4536116,-5327691,-7699590,-7305090,-7501698,-8489887,-10003650,-11450071,-11844058,-4470582,-4405817,-7635336,-9281454,-10402254,-10795471,-9344422,-7961222,-8749454,-13684189,-4471867,-4407102,-4473922,-4737609,-5133140,-5791328,-6317159,-7171959,-14211818,-16250880,-4604482,-4539716,-4475207,-4804942,-5266266,-5726818,-6384235,-8819097,-15463167,-15659258,-4868169,-4672074,-5529440,-8036525,-10009796,-8828092,-10007745,-8825785,-13625589,-14874368,-5328978,-5132882,-6845560,-11717858,-12638954,-11325404,-11519700,-10665936,-12640750,-13104126,-5854810,-5658714,-5593947,-6910837,-7832456,-7043194,-7108730,-8754333,-13496316,-13694464,-6445920,-6315361,-6250595,-6317158,-6515050,-6910066,-7699585,-8488335,-11257044,-14284032,-7037031,-6972008,-7038571,-7170672,-7302772,-7697788,-8421513,-8947346,-9604507,-11314871,-7562606,-7628912,-7760755,-7892854,-8156028,-8551043,-9011854,-9537686,-10063519,-10655403,0.173637
3685,'2019/09/19 12:29:49:369',35,-4469809,-4536116,-5393485,-7765385,-7436677,-7567491,-8555937,-10069443,-11384535,-11778266,-4470582,-4471353,-7569543,-9215661,-10336204,-10729678,-9278628,-7895172,-8683917,-13618653,-4471867,-4472638,-4408386,-4737609,-5198676,-5791071,-6317159,-7106422,-14211818,-16250880,-4604481,-4539972,-4475207,-4739406,-5266265,-5726818,-6384235,-8819097,-15463167,-15659258,-4802633,-4672074,-5529439,-8036525,-10009797,-8828092,-10007744,-8825529,-13625590,-14874368,-5328978,-5132882,-6845560,-11652322,-12638954,-11259868,-11519956,-10665936,-12640494,-13104126,-5854810,-5658713,-5593947,-6910838,-7832713,-7043194,-7108730,-8754333,-13496317,-13694464,-6380384,-6315361,-6250595,-6317158,-6515050,-6910066,-7699585,-8488334,-11257044,-14284032,-7037032,-6972264,-7038572,-7170671,-7302772,-7697531,-8487049,-8947346,-9604507,-11314871,-7562606,-7628912,-7760755,-7892855,-8156028,-8485507,-9077390,-9472149,-9997984,-10655403,0.173637
3686,'2019/09/19 12:29:49:402',35,-4469808,-4536116,-5459535,-7897228,-7568519,-7633543,-8687524,-10135236,-11450070,-11778009,-4470325,-4471353,-7503492,-9083818,-10204618,-10729421,-9212578,-7829378,-8683660,-13618397,-4537403,-4407102,-4473666,-4737610,-5133140,-5725534,-6317159,-7171959,-14146281,-16250880,-4604482,-4539972,-4475207,-4739406,-5266266,-5726818,-6318699,-8753560,-15463167,-15659258,-4868169,-4672074,-5529183,-8036524,-10009796,-8828092,-10007744,-8825529,-13625333,-14874368,-5328978,-5132882,-6845560,-11717857,-12638954,-11259868,-11519957,-10666191,-12640494,-13038590,-5854809,-5658714,-5593947,-6910837,-7832713,-7043194,-7108731,-8754333,-13496316,-13694464,-6380384,-6315360,-6250595,-6317158,-6515050,-6910066,-7699586,-8488334,-11257043,-14284032,-7037031,-6972264,-7038572,-7170671,-7302772,-7697532,-8487049,-8947345,-9604507,-11314871,-7562606,-7628911,-7760754,-7892854,-8090492,-8485507,-9077390,-9472150,-9998239,-10589866,0.173637
3687,'2019/09/19 12:29:49:435',35,-4469809,-4536116,-5591122,-8094865,-7700364,-7765385,-8819111,-10201284,-11384533,-11712216,-4470581,-4471353,-7371906,-8886438,-10073031,-10598092,-9080991,-7697792,-8618123,-13618397,-4471867,-4407102,-4473666,-4737609,-5133139,-5725278,-6317159,-7106422,-14146281,-16250880,-4604482,-4539972,-4475207,-4739150,-5266266,-5726818,-6384235,-8753560,-15463167,-15659258,-4802633,-4672074,-5529183,-8036524,-9944261,-8827835,-10007744,-8825528,-13559797,-14874368,-5328978,-5132882,-6845561,-11652322,-12573418,-11259868,-11519956,-10731728,-12640494,-13038590,-5854809,-5658713,-5593947,-6910838,-7832713,-7043450,-7108730,-8754332,-13496316,-13694464,-6445920,-6249824,-6250595,-6317157,-6515050,-6910065,-7699585,-8488334,-11191507,-14349568,-7037031,-6972008,-7038571,-7170671,-7302772,-7697532,-8487050,-8947345,-9604507,-11314871,-7562605,-7628912,-7760755,-7827318,-8156028,-8485507,-9077390,-9537685,-10063519,-10589867,0.173637
3688,'2019/09/19 12:29:49:467',35,-4469809,-4536116,-5722965,-8226965,-7897743,-7897229,-8950953,-10332616,-11384278,-11711959,-4470582,-4471353,-7240319,-8689059,-9941188,-10466505,-8883612,-7566206,-8617867,-13618397,-4471867,-4407102,-4473666,-4737610,-5133139,-5725277,-6317159,-7106422,-14146025,-16250880,-4604481,-4539973,-4475207,-4804686,-5266266,-5726818,-6384235,-8753304,-15397631,-15659258,-4868170,-4672074,-5529183,-8036524,-9944260,-8827835,-10007744,-8825785,-13559797,-14874368,-5328978,-5132882,-6845560,-11652321,-12573417,-11259868,-11585492,-10731728,-12640494,-13038590,-5854810,-5658714,-5593947,-6910838,-7832713,-7043450,-7108730,-8754333,-13496317,-13694464,-6380384,-6249825,-6250595,-6317158,-6515050,-6910065,-7699585,-8488335,-11191508,-14284032,-7037032,-6972264,-7038572,-7170672,-7302771,-7697532,-8421514,-8947345,-9604507,-11380407,-7562606,-7628912,-7760755,-7892599,-8090491,-8485507,-9077389,-9472149,-9997983,-10655402,0.173637
3689,'2019/09/19 12:29:49:501',35,-4469809,-4536116,-5854551,-8424346,-8029844,-8028815,-9082541,-10398409,-11318483,-11646165,-4470581,-4471352,-7174269,-8557215,-9809345,-10400454,-8817562,-7500155,-8617867,-13683933,-4471867,-4407102,-4473666,-4737609,-5198675,-5725278,-6382695,-7106422,-14146025,-16250880,-4604482,-4539716,-4475207,-4739406,-5200729,-5726818,-6384235,-8753304,-15397631,-15659258,-4802633,-4672074,-5529183,-8036524,-9944260,-8762299,-10007744,-8825530,-13559797,-14874368,-5328978,-5132882,-6845816,-11652322,-12573418,-11259868,-11519957,-10731729,-12640494,-13038590,-5854810,-5658714,-5593947,-6910838,-7832713,-7043450,-7108730,-8754333,-13496316,-13694464,-6380384,-6249825,-6250595,-6317158,-6515050,-6910065,-7699585,-8488335,-11191508,-14284032,-7037032,-6972264,-7038572,-7105135,-7302772,-7697531,-8421513,-8947345,-9604507,-11314871,-7562606,-7628912,-7760755,-7892854,-8156028,-8485507,-9011853,-9472149,-10063519,-10589866,0.173637
3690,'2019/09/19 12:29:49:534',35,-4469809,-4536116,-5920858,-8555931,-8161429,-8094866,-9148334,-10398666,-11318484,-11645908,-4470325,-4405817,-7108219,-8491164,-9743551,-10334404,-8751767,-7434362,-8617867,-13618397,-4471867,-4407102,-4408130,-4737609,-5133139,-5725277,-6317159,-7106422,-14146025,-16250880,-4604482,-4539716,-4475206,-4739150,-5266266,-5726817,-6318698,-8753304,-15397631,-15659258,-4868169,-4672074,-5529182,-8036524,-9944260,-8762299,-10007744,-8825785,-13559797,-14874368,-5328978,-5132882,-6911352,-11652322,-12573418,-11259868,-11585493,-10666193,-12640494,-13038590,-5854809,-5658714,-5593947,-6911094,-7832969,-7043450,-7108730,-8754333,-13496316,-13694464,-6380384,-6315361,-6250595,-6317158,-6515050,-6909810,-7699585,-8488335,-11257044,-14284032,-7037031,-6972264,-7038571,-7105135,-7302772,-7697531,-8487049,-8947346,-9604508,-11380407,-7562606,-7628912,-7760755,-7827063,-8090491,-8485507,-9011853,-9472150,-9998240,-10655402,0.173637
3691,'2019/09/19 12:29:49:568',35,-4469808,-4536116,-5986651,-8621982,-8227224,-8160659,-9214127,-10464201,-11318227,-11580372,-4470325,-4405816,-7107963,-8425372,-9677757,-10268611,-8685975,-7368825,-8617867,-13683933,-4471867,-4407102,-4408130,-4737609,-5198675,-5725277,-6317159,-7106421,-14146024,-16250880,-4604481,-4539716,-4475207,-4739150,-5266265,-5726817,-6318699,-8753303,-15397631,-15659258,-4802633,-4672074,-5529183,-8036524,-9944260,-8762299,-10007744,-8825529,-13559797,-14874368,-5328978,-5132882,-6845816,-11652321,-12573418,-11325404,-11519956,-10731729,-12640494,-13038590,-5854809,-5658714,-5593947,-6910839,-7832713,-7043450,-7108730,-8754332,-13496316,-13694464,-6380383,-6249824,-6250595,-6317158,-6515051,-6909809,-7699328,-8488334,-11191507,-14284032,-7037031,-6972008,-7038571,-7170671,-7302772,-7697531,-8421257,-8947089,-9538970,-11380407,-7562606,-7628912,-7760755,-7827062,-8156028,-8485506,-9011853,-9472150,-9997982,-10655403,0.173637
3692,'2019/09/19 12:29:49:601',35,-4469809,-4536116,-6052188,-8687518,-8227224,-8160660,-9214384,-10464201,-11318226,-11580372,-4470325,-4471353,-7042427,-8425115,-9611965,-10268611,-8620181,-7368568,-8617867,-13684189,-4471867,-4407102,-4408130,-4737609,-5198675,-5725277,-6317159,-7106422,-14146025,-16250880,-4604481,-4539716,-4475207,-4804686,-5200729,-5726818,-6318698,-8753304,-15397631,-15659258,-4868169,-4672074,-5529439,-8036524,-9944260,-8827835,-10007744,-8825785,-13559797,-14874112,-5328722,-5132882,-6911353,-11652322,-12638954,-11259868,-11519956,-10731728,-12640494,-13038590,-5854809,-5658714,-5593947,-6910838,-7832713,-7043194,-7108730,-8754333,-13496317,-13694464,-6380383,-6249825,-6250595,-6317157,-6515050,-6909809,-7699328,-8488335,-11257300,-14349568,-7037031,-6972008,-7038572,-7170672,-7302772,-7697531,-8421257,-8947345,-9604507,-11380407,-7562606,-7628911,-7760755,-7892598,-8090491,-8485507,-9011853,-9472150,-9997982,-10655402,0.173637
3693,'2019/09/19 12:29:49:635',35,-4469808,-4536116,-6052188,-8687775,-8293016,-8226452,-9214384,-10464458,-11318226,-11580371,-4470325,-4405816,-7042426,-8359578,-9611964,-10268611,-8620182,-7368569,-8552331,-13684189,-4471867,-4407102,-4473665,-4737609,-5133139,-5725277,-6317159,-7106422,-14146025,-16250880,-4604482,-4539717,-4475206,-4739150,-5266265,-5726818,-6318699,-8753304,-15397631,-15659258,-4802633,-4672074,-5529439,-8036525,-9944260,-8828092,-10073280,-8825785,-13559797,-14874368,-5328978,-5132882,-6845816,-11717858,-12573418,-11259869,-11519700,-10731729,-12640494,-13038590,-5854809,-5658713,-5593947,-6910838,-7832713,-7043194,-7108730,-8754333,-13496316,-13694464,-6380384,-6315361,-6250595,-6317158,-6515050,-6909809,-7699328,-8488335,-11257044,-14284032,-7037031,-6972264,-7038571,-7170671,-7302771,-7697532,-8421257,-8947345,-9538972,-11314870,-7562606,-7628912,-7760754,-7827062,-8090492,-8485252,-9077389,-9472149,-9997983,-10589866,0.173637
3694,'2019/09/19 12:29:49:668',35,-4469808,-4536115,-6052445,-8687776,-8293018,-8226453,-9279920,-10529993,-11317970,-11580371,-4470325,-4405816,-7042170,-8359322,-9611708,-10268354,-8620181,-7368568,-8617867,-13684189,-4471867,-4407102,-4408130,-4737609,-5133138,-5725277,-6317159,-7106422,-14146025,-16250880,-4604481,-4539716,-4475207,-4804686,-5266266,-5726818,-6318699,-8753303,-15463167,-15659258,-4802633,-4672074,-5529440,-8036781,-9944260,-8828091,-10073537,-8825785,-13559797,-14874368,-5328978,-5132882,-6911353,-11717858,-12638955,-11259868,-11519700,-10731728,-12640494,-13038590,-5854809,-5658713,-5593947,-6910838,-7832712,-7043194,-7108730,-8754333,-13496316,-13694464,-6380384,-6249824,-6250595,-6317157,-6515050,-6909810,-7699329,-8488335,-11191508,-14349568,-7037031,-6972008,-7038571,-7170671,-7302772,-7697531,-8421257,-8947346,-9604507,-11314871,-7562606,-7628912,-7760755,-7827061,-8156027,-8485507,-9011853,-9472149,-9997982,-10655403,0.173637
3695,'2019/09/19 12:29:49:702',35,-4469808,-4536116,-6052445,-8753568,-8293273,-8226453,-9280178,-10464457,-11252690,-11514836,-4470325,-4405816,-7042169,-8293785,-9611707,-10202817,-8554388,-7302776,-8552330,-13618653,-4471867,-4407102,-4408129,-4737609,-5133139,-5659741,-6317159,-7106421,-14146025,-16250880,-4604482,-4539717,-4475206,-4739406,-5266265,-5726818,-6318698,-8753303,-15397631,-15659258,-4802633,-4672074,-5594976,-8036780,-9944260,-8828091,-10073537,-8825785,-13559797,-14874368,-5328978,-5132882,-6911352,-11717858,-12638954,-11259868,-11519700,-10731729,-12640494,-13038590,-5854809,-5658713,-5593947,-6910838,-7767176,-7043193,-7108730,-8754332,-13496316,-13694464,-6380384,-6249824,-6250595,-6317158,-6515050,-6909809,-7699329,-8488334,-11191508,-14284032,-7037031,-6972007,-7038571,-7170672,-7302771,-7697531,-8421513,-8947089,-9538971,-11314871,-7562606,-7628912,-7760755,-7827062,-8090491,-8485251,-9011853,-9472149,-9997983,-10589866,0.173637
3696,'2019/09/19 12:29:49:736',35,-4469808,-4536116,-6118238,-8753825,-8359067,-8292246,-9345714,-10529994,-11252434,-11580114,-4470325,-4405817,-6976633,-8293528,-9545915,-10202561,-8554387,-7237239,-8617867,-13683934,-4471867,-4407102,-4408130,-4737609,-5133139,-5725277,-6317159,-7106422,-14146025,-16250880,-4604481,-4539716,-4475206,-4739150,-5266522,-5726818,-6318699,-8753304,-15397631,-15659258,-4868169,-4672074,-5529439,-8036782,-9944261,-8828091,-10073537,-8825785,-13559797,-14874112,-5328978,-5132882,-6845817,-11717858,-12638955,-11259868,-11519699,-10731729,-12574958,-13038590,-5854809,-5658713,-5593947,-6845302,-7767176,-7043193,-7108730,-8754333,-13496317,-13694464,-6380384,-6249825,-6250595,-6317158,-6515050,-6909809,-7699329,-8488334,-11191508,-14284032,-7037031,-6972008,-7038572,-7105135,-7302772,-7697531,-8421258,-8947345,-9538971,-11380150,-7562606,-7628912,-7760754,-7827062,-8090492,-8485251,-9011853,-9472149,-9997983,-10589866,0.173637
3697,'2019/09/19 12:29:49:769',35,-4469808,-4536116,-6118495,-8819619,-8424860,-8292503,-9345971,-10529993,-11252433,-11580114,-4470325,-4471352,-6976376,-8227735,-9480377,-10137025,-8488595,-7236982,-8617867,-13684189,-4471867,-4407101,-4408130,-4737609,-5133139,-5725277,-6317159,-7106421,-14146025,-16250880,-4604482,-4539716,-4475207,-4739406,-5266522,-5726818,-6318699,-8753559,-15397631,-15659258,-4802633,-4672074,-5594976,-8102317,-9944260,-8828092,-10073537,-8825785,-13559797,-14874112,-5328978,-5132882,-6911353,-11717858,-12638954,-11259868,-11519699,-10731729,-12640494,-13038590,-5854809,-5658713,-5593947,-6910837,-7832456,-7043193,-7108730,-8754332,-13496317,-13694464,-6380384,-6249824,-6250595,-6317158,-6515050,-6909809,-7699329,-8488334,-11257044,-14284032,-7037031,-6972008,-7038571,-7105135,-7302772,-7697532,-8486793,-8947088,-9538971,-11314615,-7562606,-7628912,-7760755,-7892599,-8090492,-8485252,-9011853,-9537685,-9997983,-10589866,0.173637
3698,'2019/09/19 12:29:49:802',35,-4469808,-4536116,-6184289,-8885412,-8490398,-8358296,-9411764,-10529994,-11252433,-11514578,-4470325,-4471353,-6976376,-8161941,-9480121,-10136768,-8488338,-7236982,-8617867,-13684189,-4471867,-4407102,-4408130,-4737609,-5133139,-5725020,-6317159,-7106422,-14146025,-16250880,-4604481,-4539716,-4475207,-4804942,-5266522,-5726818,-6318699,-8753303,-15397631,-15659258,-4802633,-4672074,-5594976,-8102317,-9944260,-8828092,-10073537,-8825785,-13559797,-14874368,-5328977,-5132882,-6911353,-11717858,-12638954,-11259869,-11519700,-10731728,-12640494,-13038590,-5854809,-5658714,-5593947,-6910838,-7766919,-7043193,-7108730,-8754333,-13561853,-13694464,-6380383,-6249825,-6250595,-6317158,-6515051,-6909809,-7699329,-8488335,-11191508,-14284032,-7037031,-6972008,-7038572,-7105135,-7302772,-7697531,-8421258,-8947345,-9604507,-11314615,-7562606,-7628912,-7760755,-7892598,-8090492,-8485251,-9011853,-9472149,-9997983,-10589866,0.173637
3699,'2019/09/19 12:29:49:835',35,-4469809,-4536116,-6250082,-8951205,-8490655,-8423833,-9411765,-10595787,-11252432,-11514579,-4470325,-4471352,-6976376,-8161941,-9480121,-10136767,-8488338,-7236982,-8617867,-13684189,-4471867,-4407102,-4408130,-4737609,-5133139,-5725277,-6317159,-7106422,-14146024,-16250880,-4604481,-4539716,-4475207,-4804942,-5266522,-5726818,-6318699,-8753304,-15397631,-15724795,-4868169,-4672074,-5594976,-8102318,-9944260,-8828092,-10073537,-8825784,-13559797,-14874368,-5328978,-5132882,-6911353,-11718114,-12638954,-11259868,-11519700,-10731728,-12640493,-13038590,-5854810,-5658713,-5593947,-6910838,-7766920,-7043193,-7108730,-8754332,-13496316,-13628928,-6380384,-6249824,-6250595,-6317157,-6515050,-6910065,-7699329,-8488335,-11257043,-14349568,-7037031,-6972008,-6973035,-7105135,-7302772,-7697531,-8421257,-8947345,-9604507,-11314615,-7562606,-7628912,-7760754,-7892599,-8090491,-8485508,-9077134,-9537685,-9997983,-10655402,0.173637
3700,'2019/09/19 12:29:49:869',35,-4469808,-4536116,-6250081,-8951205,-8490654,-8423832,-9411764,-10530251,-11252433,-11514577,-4470325,-4471352,-6976376,-8161942,-9480121,-10136767,-8422802,-7236983,-8617866,-13684189,-4471867,-4407102,-4408129,-4737609,-5133139,-5725021,-6317159,-7106422,-14146025,-16250880,-4604481,-4539716,-4475207,-4804942,-5266522,-5726818,-6318698,-8753304,-15397375,-15659259,-4802633,-4672074,-5594976,-8102318,-9944259,-8828091,-10073537,-8825785,-13559797,-14874368,-5328722,-5132882,-6911352,-11717858,-12638954,-11259612,-11519700,-10731729,-12640494,-13038590,-5854809,-5658713,-5593947,-6910837,-7832456,-7043193,-7108730,-8754333,-13496317,-13694464,-6380383,-6249824,-6250594,-6317158,-6515050,-6909809,-7699329,-8488334,-11191508,-14284032,-7037031,-6972007,-7038571,-7170671,-7302772,-7697532,-8421257,-8947345,-9538971,-11314615,-7562606,-7628911,-7760755,-7892599,-8156028,-8485251,-9011853,-9472149,-9997983,-10589866,0.173637
